"";"participant";"device";"text";"X_created_at";"X_id";"X_updated_at";"tag_count";"trip_count";"category";"sentiment_polarity";"text_en";"questionnaire1";"application_install";"questionnaire_2";"estimuli";"city";"group";"campaign_day"
"402";50;"1fce815e794a07c8";"Quick";"2017-11-23T14:10:23.696Z";"V7TJoySwAC";"2017-11-23T14:10:23.696Z";62;26;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"403";50;"1fce815e794a07c8";"Quick";"2017-11-21T11:24:55.244Z";"qXYJnAURLs";"2017-11-21T11:24:55.244Z";32;14;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"404";50;"1fce815e794a07c8";"Fast";"2017-11-21T11:24:55.425Z";"s9UkOQ25RW";"2017-11-21T11:24:55.425Z";33;14;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"405";50;"1fce815e794a07c8";"Relaxed";"2017-11-14T15:06:00.628Z";"H5krStrllG";"2017-11-14T15:06:00.628Z";24;9;"Comfor";"Neutral ";"Relaxed";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"406";50;"1fce815e794a07c8";"Speedy";"2017-11-09T18:37:02.981Z";"csgnUiAL6X";"2017-11-09T18:37:02.981Z";1;2;"Speed ";"Positive";"Speedy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";1
"407";50;"1fce815e794a07c8";"Crowded";"2017-11-20T18:18:39.228Z";"x2kQ5nSDlH";"2017-11-20T18:18:39.228Z";29;13;"Comfor";"Negative";"Crowded";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";12
"408";50;"1fce815e794a07c8";"Normal";"2017-11-20T08:43:45.856Z";"i0NS94LbGD";"2017-11-20T08:43:45.856Z";26;12;"Speed ";"Neutral ";"Normal";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";12
"409";50;"1fce815e794a07c8";"Fast";"2017-11-23T07:06:16.407Z";"eLH7HtCAbZ";"2017-11-23T07:06:16.407Z";60;25;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"410";50;"1fce815e794a07c8";"Speedy";"2017-11-22T18:00:40.773Z";"7uPzfYUYZs";"2017-11-22T18:00:40.773Z";49;21;"Speed ";"Positive";"Speedy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"411";50;"1fce815e794a07c8";"Fast";"2017-11-27T08:41:13.140Z";"9dct8lfjv6";"2017-11-27T08:41:13.140Z";93;38;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"412";50;"1fce815e794a07c8";"Risky";"2017-11-24T22:20:59.971Z";"QHRNHSWUwJ";"2017-11-24T22:20:59.971Z";86;34;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"413";50;"1fce815e794a07c8";"Quick";"2017-11-21T11:34:47.010Z";"fFXyDlHtTy";"2017-11-21T11:34:47.010Z";38;16;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"414";50;"1fce815e794a07c8";"Relaxed";"2017-11-14T15:02:41.289Z";"yoqKePTr7h";"2017-11-14T15:02:41.289Z";21;8;"Comfor";"Neutral ";"Relaxed";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"415";50;"1fce815e794a07c8";"Average";"2017-11-27T08:30:14.978Z";"hz0wnydfkv";"2017-11-27T08:30:14.978Z";88;37;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"416";50;"1fce815e794a07c8";"Inspiring";"2017-11-22T18:09:13.115Z";"aF5UslZ56C";"2017-11-22T18:09:13.115Z";54;22;"Comfor";"Positive";"Inspiring";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"417";50;"1fce815e794a07c8";"Inspiring";"2017-11-10T07:27:21.255Z";"PnXkDSAQ7c";"2017-11-10T07:27:21.255Z";9;3;"Comfor";"Positive";"Inspiring";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"418";50;"1fce815e794a07c8";"Inspiring";"2017-11-24T19:30:01.269Z";"lzcuFfdecj";"2017-11-24T19:30:01.269Z";84;33;"Comfor";"Positive";"Inspiring";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"419";50;"1fce815e794a07c8";"Fast";"2017-11-21T11:34:47.200Z";"U8z3Dk0wBt";"2017-11-21T11:34:47.200Z";39;16;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"420";50;"1fce815e794a07c8";"Moderated";"2017-11-23T14:11:36.734Z";"hCAr7H5BDz";"2017-11-23T14:11:36.734Z";66;27;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"421";50;"1fce815e794a07c8";"Risky";"2017-11-10T19:01:30.508Z";"m7I2CUKOaA";"2017-11-10T19:01:30.508Z";11;4;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"422";50;"1fce815e794a07c8";"Normal";"2017-11-24T19:23:24.677Z";"CxIwYjJKnl";"2017-11-24T19:23:24.677Z";80;32;"Speed ";"Neutral ";"Normal";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"423";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-23T07:06:15.968Z";"bxF7eGZd1m";"2017-11-23T07:06:15.968Z";58;25;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"424";50;"1fce815e794a07c8";"Average";"2017-11-24T17:14:32.450Z";"8WvRDdVbql";"2017-11-24T17:14:32.450Z";73;30;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"425";50;"1fce815e794a07c8";"Efficient";"2017-11-23T14:11:36.004Z";"FyGGcIJOmx";"2017-11-23T14:11:36.004Z";64;27;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"426";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-24T08:07:42.663Z";"8xqgtxNY3t";"2017-11-24T08:07:42.663Z";70;29;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"427";50;"1fce815e794a07c8";"Quick";"2017-11-21T14:56:09.674Z";"CkSJJhBV82";"2017-11-21T14:56:09.674Z";44;18;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"428";50;"1fce815e794a07c8";"Efficient";"2017-11-14T15:06:00.248Z";"0ew3gvjeGy";"2017-11-14T15:06:00.248Z";22;9;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"429";50;"1fce815e794a07c8";"Time-consuming";"2017-11-24T08:07:32.454Z";"jWcrm8CWSn";"2017-11-24T08:07:32.454Z";68;28;"Speed ";"Negative";"Time-consuming";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"430";50;"1fce815e794a07c8";"Efficient";"2017-11-12T14:11:34.592Z";"ZL9aLLriDQ";"2017-11-12T14:11:34.592Z";13;5;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";4
"431";50;"1fce815e794a07c8";"Moderated";"2017-11-20T08:43:46.066Z";"K0SFaCdhIc";"2017-11-20T08:43:46.066Z";27;12;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";12
"432";50;"1fce815e794a07c8";"Quick";"2017-11-21T11:34:43.270Z";"aR5WqWKghY";"2017-11-21T11:34:43.270Z";35;15;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"433";50;"1fce815e794a07c8";"Fast";"2017-11-20T18:18:39.469Z";"7ClWFf1dxW";"2017-11-20T18:18:39.469Z";30;13;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";12
"434";50;"1fce815e794a07c8";"Moderated";"2017-11-23T14:10:23.893Z";"JKHPeu00Ku";"2017-11-23T14:10:23.893Z";63;26;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"435";50;"1fce815e794a07c8";"Average";"2017-11-27T09:19:46.908Z";"OvtNLbpAs8";"2017-11-27T09:19:46.908Z";94;39;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"436";50;"1fce815e794a07c8";"Time-consuming";"2017-11-24T08:07:42.863Z";"brj2as1yek";"2017-11-24T08:07:42.863Z";71;29;"Speed ";"Negative";"Time-consuming";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"437";50;"1fce815e794a07c8";"Quick";"2017-11-14T15:02:41.099Z";"ztrYjCsDDR";"2017-11-14T15:02:41.099Z";20;8;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"438";50;"1fce815e794a07c8";"Quick";"2017-11-23T14:11:36.210Z";"7KD6fsRwAF";"2017-11-23T14:11:36.210Z";65;27;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";15
"439";50;"1fce815e794a07c8";"Moderated";"2017-11-22T08:04:42.601Z";"R1EAkqccHx";"2017-11-22T08:04:42.601Z";48;20;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"440";50;"1fce815e794a07c8";"Efficient";"2017-11-14T15:02:40.899Z";"ZN6CvBRPjM";"2017-11-14T15:02:40.899Z";19;8;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"441";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-20T18:18:39.019Z";"TIGDRGzxpA";"2017-11-20T18:18:39.019Z";28;13;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";12
"442";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-24T08:07:32.246Z";"vQIhrz4VIL";"2017-11-24T08:07:32.246Z";67;28;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"443";50;"1fce815e794a07c8";"Moderated";"2017-11-24T08:07:32.654Z";"muvuxVFI1w";"2017-11-24T08:07:32.654Z";69;28;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"444";50;"1fce815e794a07c8";"Risky";"2017-11-10T07:27:17.489Z";"09R35aCvEG";"2017-11-10T07:27:17.489Z";5;3;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"445";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-20T08:43:45.637Z";"rvwDwvFRmI";"2017-11-20T08:43:45.637Z";25;12;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";12
"446";50;"1fce815e794a07c8";"Slow-moving";"2017-11-24T17:53:43.185Z";"aDJBlUeCPx";"2017-11-24T17:53:43.185Z";78;31;"Speed ";"Negative";"Slow-moving";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"447";50;"1fce815e794a07c8";"Fast";"2017-11-12T14:11:34.982Z";"d560cZQoMq";"2017-11-12T14:11:34.982Z";15;5;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";4
"448";50;"1fce815e794a07c8";"Average";"2017-11-27T08:41:12.730Z";"DvrW40AMGb";"2017-11-27T08:41:12.730Z";91;38;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"449";50;"1fce815e794a07c8";"Average";"2017-11-10T19:01:30.319Z";"neLk4bQ5Se";"2017-11-10T19:01:30.319Z";10;4;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"450";50;"1fce815e794a07c8";"Worthy";"2017-11-12T14:11:34.782Z";"TeXznAAnHD";"2017-11-12T14:11:34.782Z";14;5;"Comfor";"Neutral ";"Worthy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";4
"451";50;"1fce815e794a07c8";"Efficient";"2017-11-10T07:27:17.054Z";"mD8DqJC7s8";"2017-11-10T07:27:17.054Z";4;3;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"452";50;"1fce815e794a07c8";"Worthy";"2017-11-27T08:30:15.178Z";"cH5VY3obXn";"2017-11-27T08:30:15.178Z";89;37;"Comfor";"Neutral ";"Worthy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"453";50;"1fce815e794a07c8";"Inspiring";"2017-11-22T18:00:41.203Z";"s81A0udMqq";"2017-11-22T18:00:41.203Z";51;21;"Comfor";"Positive";"Inspiring";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"454";50;"1fce815e794a07c8";"Disconnected";"2017-11-22T08:04:42.075Z";"hvHL0yPBol";"2017-11-22T08:04:42.075Z";46;20;"Comfor";"Negative";"Disconnected";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"455";50;"1fce815e794a07c8";"Fast";"2017-11-21T14:56:09.865Z";"AlKEle4EN1";"2017-11-21T14:56:09.865Z";45;18;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"456";50;"1fce815e794a07c8";"Speedy";"2017-11-21T11:24:55.056Z";"yRojS3oICl";"2017-11-21T11:24:55.056Z";31;14;"Speed ";"Positive";"Speedy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"457";50;"1fce815e794a07c8";"Speedy";"2017-11-21T11:34:46.818Z";"fdcrjydtb6";"2017-11-21T11:34:46.818Z";37;16;"Speed ";"Positive";"Speedy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"458";50;"1fce815e794a07c8";"Moderated";"2017-11-24T08:07:43.073Z";"1UcMD7iN3b";"2017-11-24T08:07:43.073Z";72;29;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"459";50;"1fce815e794a07c8";"Crowded";"2017-11-24T17:53:42.997Z";"A3gspsLE2Z";"2017-11-24T17:53:42.997Z";77;31;"Comfor";"Negative";"Crowded";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"460";50;"1fce815e794a07c8";"Speedy";"2017-11-22T18:09:12.696Z";"M1zST8EMVB";"2017-11-22T18:09:12.696Z";52;22;"Speed ";"Positive";"Speedy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"461";50;"1fce815e794a07c8";"Worthy";"2017-11-22T08:04:42.361Z";"8YKw9xsy2u";"2017-11-22T08:04:42.361Z";47;20;"Comfor";"Neutral ";"Worthy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"462";50;"1fce815e794a07c8";"Moderated";"2017-11-27T08:30:15.368Z";"d1666Z5yQt";"2017-11-27T08:30:15.368Z";90;37;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"463";50;"1fce815e794a07c8";"Safe";"2017-11-24T17:14:32.847Z";"1rrOUzRgJk";"2017-11-24T17:14:32.847Z";75;30;"Safety";"Positive";"Safe";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"464";50;"1fce815e794a07c8";"Disconnected";"2017-11-24T22:20:59.777Z";"rcmQlzCCWz";"2017-11-24T22:20:59.777Z";85;34;"Comfor";"Negative";"Disconnected";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"465";50;"1fce815e794a07c8";"Fast";"2017-11-21T11:34:43.473Z";"N9aRUtj3uF";"2017-11-21T11:34:43.473Z";36;15;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"466";50;"1fce815e794a07c8";"Fast";"2017-11-09T18:37:03.392Z";"sjLGg71NiQ";"2017-11-09T18:37:03.392Z";3;2;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";1
"467";50;"1fce815e794a07c8";"Normal";"2017-11-24T19:30:01.053Z";"GloYEeh8oy";"2017-11-24T19:30:01.053Z";83;33;"Speed ";"Neutral ";"Normal";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"468";50;"1fce815e794a07c8";"Risky";"2017-11-22T18:09:41.297Z";"kin4741hH7";"2017-11-22T18:09:41.297Z";56;23;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"469";50;"1fce815e794a07c8";"Average";"2017-11-24T19:23:24.499Z";"BDszn5A93h";"2017-11-24T19:23:24.499Z";79;32;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"470";50;"1fce815e794a07c8";"Fast";"2017-11-10T19:01:30.709Z";"wI6m8eqK5w";"2017-11-10T19:01:30.709Z";12;4;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"471";50;"1fce815e794a07c8";"Speedy";"2017-11-21T11:34:43.081Z";"aSLhyB7pow";"2017-11-21T11:34:43.081Z";34;15;"Speed ";"Positive";"Speedy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"472";50;"1fce815e794a07c8";"Quick";"2017-11-14T15:06:00.428Z";"r0v8nFKXcA";"2017-11-14T15:06:00.428Z";23;9;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"473";50;"1fce815e794a07c8";"Average";"2017-11-24T19:30:00.820Z";"N4OSQcIpeV";"2017-11-24T19:30:00.820Z";82;33;"Speed ";"Neutral ";"Average";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"474";50;"1fce815e794a07c8";"Risky";"2017-11-10T07:27:20.818Z";"Xs6Euv4t9e";"2017-11-10T07:27:20.818Z";8;3;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"475";50;"1fce815e794a07c8";"Time-consuming";"2017-11-24T17:14:32.653Z";"wRlwEl2oK1";"2017-11-24T17:14:32.653Z";74;30;"Speed ";"Negative";"Time-consuming";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
"476";50;"1fce815e794a07c8";"Risky";"2017-11-22T18:00:40.993Z";"9ISfnaA3jO";"2017-11-22T18:00:40.993Z";50;21;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"477";50;"1fce815e794a07c8";"Fast";"2017-11-21T14:45:46.903Z";"hQzuVRE18l";"2017-11-21T14:45:46.903Z";42;17;"Speed ";"Positive";"Fast";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"478";50;"1fce815e794a07c8";"Risky";"2017-11-22T18:09:12.926Z";"V59PScAJCK";"2017-11-22T18:09:12.926Z";53;22;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";14
"479";50;"1fce815e794a07c8";"Moderated";"2017-11-14T07:00:53.439Z";"Re1GbZTLT1";"2017-11-14T07:00:53.439Z";18;7;"Speed ";"Neutral ";"Moderated";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"480";50;"1fce815e794a07c8";"Efficient";"2017-11-10T07:27:20.618Z";"bRDnURNfwr";"2017-11-10T07:27:20.618Z";7;3;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";2
"481";50;"1fce815e794a07c8";"Normal";"2017-11-14T07:00:53.259Z";"nMFsHF2WU4";"2017-11-14T07:00:53.259Z";17;7;"Speed ";"Neutral ";"Normal";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"482";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-21T14:56:09.474Z";"gqtEG7PXWG";"2017-11-21T14:56:09.474Z";43;18;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"483";50;"1fce815e794a07c8";"Risky";"2017-11-09T18:37:03.186Z";"ypZyfxS7w4";"2017-11-09T18:37:03.186Z";2;2;"Safety";"Negative";"Risky";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";1
"484";50;"1fce815e794a07c8";"Worthy";"2017-11-27T09:19:47.099Z";"xrilmX79jR";"2017-11-27T09:19:47.099Z";95;39;"Comfor";"Neutral ";"Worthy";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";19
"485";50;"1fce815e794a07c8";"Quick";"2017-11-21T14:45:46.674Z";"wrwE9LWXyM";"2017-11-21T14:45:46.674Z";41;17;"Speed ";"Positive";"Quick";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";13
"486";50;"1fce815e794a07c8";"Efficient";"2017-11-14T07:00:52.888Z";"coxAg3r2Yw";"2017-11-14T07:00:52.888Z";16;7;"Comfor";"Positive";"Efficient";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";6
"487";50;"1fce815e794a07c8";"Brake-intensive";"2017-11-24T17:53:42.803Z";"7mFzQ19Yyl";"2017-11-24T17:53:42.803Z";76;31;"Speed ";"Negative";"Brake-intensive";"2017-11-09T18:30:00.000Z";"2017-11-09T18:35:00.000Z";"2017-11-15T17:28:00.000Z";"N";"Malta";"Competition";16
